source,topic,title,org,state,pi,activity,amount,fy,start,end,sbir_sttr,project_num,abstract
NSF,health insurance claims,Collaborative Research: RET Site: Linking Polymer Engineering with Rural STEM Education to Catalyze Community Engagement,University of Oklahoma Norman Campus,OK,Mark Nanny,RES EXP FOR TEACHERS(RET)-SITE,383734,,12/01/2026,11/30/2029,False,2601587,"The University of Oklahoma (OU) and East Central University (ECU) in Ada, Oklahoma, are partnering on a three-year program designed to support science, technology, engineering, and mathematics (STEM) teachers in distant-rural Oklahoma communities. Distant-rural communities are those located beyond a reasonable daily commuting distance from a major research university. Many distant-rural schools face unique and severe challenges, including limited access to research opportunities, professional development, and scientific equipment. This RET program will support distant-rural STEM teachers in overcoming these problems through hands-on research of cutting-edge engineering topics as well as creating STEM lessons specifically designed for their rural students. Through team-based lesson development with educators and peer-teachers, along with scientific equipment support through the ECU Lending Library, distant-rural teachers will strengthen STEM education within their schools and communities. By connecting cutting-edge engineering research with rural STEM education, this program aims to expand opportunities for teachers and students, strengthen local schools, and build a stronger fo"
NSF,health insurance claims,REU Site: Applied and Computational Mathematics,University of California-Los Angeles,CA,Hayden Schaeffer,RSCH EXPER FOR UNDERGRAD SITES,431112,,12/01/2026,11/30/2029,False,2548181,"The University of California, Los Angeles Research Experiences for Undergraduates (REU) Site will provide intensive summer research opportunities in applied and computational mathematics. Each year, the program will support twelve undergraduate participants in an eight-week research experience that explores how mathematics is used to address emerging challenges in science and technology. Through faculty mentorship and collaborative research, students will develop the analytical, computational, and communication skills needed for graduate study and STEM careers. By engaging participants in research and professional development, the program contributes to the preparation of a highly trained scientific workforce and broadens pathways into advanced study and research careers. The summer experience will culminate in student presentations that communicate research outcomes to the broader scientific community. Research projects will investigate mathematical and computational questions arising from rapidly developing areas such as artificial intelligence, quantum information science, biotechnology, healthcare, and the physical sciences. Working in small teams with UCLA faculty mentors,"
NSF,health insurance claims,Collaborative Research: RET Site: Linking Polymer Engineering with Rural STEM Education to Catalyze Community Engagement,East Central University,OK,Darcy Tessman,RES EXP FOR TEACHERS(RET)-SITE,216262,,12/01/2026,11/30/2029,False,2601588,"The University of Oklahoma (OU) and East Central University (ECU) in Ada, Oklahoma, are partnering on a three-year program designed to support science, technology, engineering, and mathematics (STEM) teachers in distant-rural Oklahoma communities. Distant-rural communities are those located beyond a reasonable daily commuting distance from a major research university. Many distant-rural schools face unique and severe challenges, including limited access to research opportunities, professional development, and scientific equipment. This RET program will support distant-rural STEM teachers in overcoming these problems through hands-on research of cutting-edge engineering topics as well as creating STEM lessons specifically designed for their rural students. Through team-based lesson development with educators and peer-teachers, along with scientific equipment support through the ECU Lending Library, distant-rural teachers will strengthen STEM education within their schools and communities. By connecting cutting-edge engineering research with rural STEM education, this program aims to expand opportunities for teachers and students, strengthen local schools, and build a stronger fo"
NSF,health insurance claims,NSF AI Institute TILOS: Advancing AI and Optimization for Intelligent Systems,University of California-San Diego,CA,Yusu Wang,AI Research Institutes,3000000,,11/01/2026,10/31/2031,False,2622219,"TILOS Phase II targets next-generation artificial intelligence (AI) research and education by focusing on physically embedded real-world intelligence. Embedded intelligence integrates AI, and even larger foundation models, with physical embodiment to allow real-time decision making, control, and interaction within complex environments. This is critical to areas such as transportation, manufacturing, healthcare, energy systems, and scientific instruments. The project builds upon its first five years to move beyond learning-enabled optimization toward a new scientific paradigm for embedded intelligent systems, where optimization is central to how AI learns, scales, coordinates, and operates in complex real-world environments. The Institute has significant broader impact activities through translation, education and workforce development, outreach, community building, and open-source release of new frameworks for AI and optimization. By leveraging its strong relationship with leading industry partners across sectors critical to the national economy, the institute further accelerates knowledge transfer to the private sector, provides interdisciplinary student training in AI application"
NSF,health insurance claims,FDT-BioTech: Composable Digital Twins for Clinical Trials Projections,Arizona State University,AZ,Sandeep Gupta,MSPA-INTERDISCIPLINARY,799999,,11/01/2026,10/31/2029,False,2625904,"Medical clinical trials often span many years, during which the standard of care continues to evolve. When physicians adopt new procedures alongside an experimental therapy or device, the final trial results may no longer reveal how much patient benefit arose from the intervention itself and how much resulted from changes in clinical practice. Because patients cannot ethically be denied improved care, this challenge is difficult to avoid and is frequently recognized only after substantial time and resources have been invested. This project will develop computational models that reconstruct how a clinical trial would have unfolded had medical practice remained unchanged, thereby recovering actionable evidence from studies that might otherwise prove inconclusive. The research will create a clinical-trial world model built from patient-specific digital twins—computational representations calibrated to an individual's clinical measurements—that separate the effects of therapies, procedures, and other interventions. The framework will replay completed trials under alternative treatment scenarios and quantify the confidence associated with each outcome. The methods will be evaluated usin"
NSF,health insurance claims,Enabling Monolayer NanoElectroMechanical Systems through Engineered Piezoelectric Actuation in 2D Materials,Carnegie Mellon University,PA,Gianluca Piazza,"EPMQD: Electronic, Photonic, M",460000,,10/15/2026,09/30/2029,False,2610788,"“Enabling Monolayer NanoElectroMechanical Systems through Engineered Piezoelectric Actuation in 2D Materials” Abstract: Modern technologies increasingly depend on sensors and actuators that are smaller, faster, and more energy efficient. However, conventional microelectromechanical systems (MEMS) are approaching fundamental limits in miniaturization and performance. This project investigates a new class of atomically thin materials that can convert electrical signals into mechanical motion and vice versa, enabling devices that are orders of magnitude thinner than today’s technologies. In particular, the research focuses on two-dimensional (2D) piezoelectric materials whose electromechanical properties can emerge or become significantly enhanced when materials are reduced to a single atomic layer. By establishing a scientific foundation for these materials and demonstrating their use in practical devices, the project seeks to enable a new generation of nanoelectromechanical systems (NEMS) with applications in healthcare, communications, robotics, and quantum technologies. A key demonstration will explore the use of atomically thin mechanical structures to convert weak electrical"
NSF,health insurance claims,Collaborative Research: A Predictive Device Physics Framework for High-Performance Organic Electrochemical Transistors,Princeton University,NJ,Iain McCulloch,"EPMQD: Electronic, Photonic, M",306340,,10/15/2026,09/30/2029,False,2611214,"Collaborative Research: A Predictive Device Physics Framework for High-Performance Organic Electrochemical Transistors Abstract The next generation of medical implants, wearable health monitors and other personalized healthcare technologies requires electronic devices that can interface with soft, living biological systems. Organic Electrochemical Transistors (OECTs) are well positioned to perform this task as they can translate biological signals, which rely on the flow of ions, into electrical currents. However, because these devices operate differently than traditional electronics, the mechanisms governing their operation is not fully understood and progress relies on costly, time-consuming trial-and-error approaches to design new materials and device architectures. This project, a collaboration between Wake Forest University and Princeton University, will develop a fundamental understanding of how OECTs operate and use that knowledge to create a predictive, simulation-guided design framework for high-performance OECTs. This work directly benefits the U.S. healthcare and technology sectors by enabling the rapid development of stable, high-performance bioelectronics for healt"
NSF,health insurance claims,"REU Site: AI in Sensing, Robotics, and Healthcare (AI-CARE)",Johns Hopkins University,MD,Muyinatu Bell,EWFD-Eng Workforce Development,505423,,10/15/2026,09/30/2029,False,2545697,"During a ten-week summer session, undergraduate participants from institutions nationwide will engage in exciting and challenging projects in multiple engineering disciplines. Each participant will be matched with a research project in one of the many laboratories at Johns Hopkins University (JHU) working at the intersection of artificial intelligence (AI) with robotics, sensing, and/or healthcare. These students will work closely with teams composed of a professor, postdoctoral fellow and/or graduate student, other undergraduate students and, possibly, high school students and/or K-12 educators. These research projects aim to help healthcare providers improve patient care, including projects that help surgeons make operations more effective and less error-prone or help individuals with disabilities regain previously lost functions after limb amputation or stroke. Undergraduate participants will also receive training in technical writing, oral presentations, and research ethics, which will include AI ethics. They will tour laboratories at JHU and the Johns Hopkins Hospital (JHH), the Applied Physics Laboratory, and local robotics and biotech companies. They will have opportunities "
NSF,health insurance claims,Collaborative Research: A Predictive Device Physics Framework for High-Performance Organic Electrochemical Transistors,Wake Forest University,NC,Oana Jurchescu,"EPMQD: Electronic, Photonic, M",306341,,10/15/2026,09/30/2029,False,2611213,"Collaborative Research: A Predictive Device Physics Framework for High-Performance Organic Electrochemical Transistors Abstract The next generation of medical implants, wearable health monitors and other personalized healthcare technologies requires electronic devices that can interface with soft, living biological systems. Organic Electrochemical Transistors (OECTs) are well positioned to perform this task as they can translate biological signals, which rely on the flow of ions, into electrical currents. However, because these devices operate differently than traditional electronics, the mechanisms governing their operation is not fully understood and progress relies on costly, time-consuming trial-and-error approaches to design new materials and device architectures. This project, a collaboration between Wake Forest University and Princeton University, will develop a fundamental understanding of how OECTs operate and use that knowledge to create a predictive, simulation-guided design framework for high-performance OECTs. This work directly benefits the U.S. healthcare and technology sectors by enabling the rapid development of stable, high-performance bioelectronics for healt"
NSF,health insurance claims,Collaborative Research: Innovative Materials for Promoting Accessibility Curriculum and Teaching,CUNY Brooklyn College,NY,Devorah Kletenik,IUSE,339688,,10/15/2026,09/30/2029,False,2539862,"This project aims to serve the national interest by improving accessibility education in undergraduate computing and building a community of practice to support instructors. As software increasingly shapes participation in education, employment, and healthcare, digital accessibility has become an important computing competency. This creates opportunities to further integrate accessibility concepts and practices into undergraduate computing curricula. This Level 2 Engaged Student Learning project seeks to advance accessibility education in undergraduate computing through research, evidence-based instructional innovation, and faculty support. It plans to investigate how experiential learning opportunities can motivate students, increase accessibility awareness, and foster intentions to design accessible software in the future. Expected outcomes include empirically informed instructional resources, evidence-based guidance for teaching accessibility in undergraduate computing, and broader dissemination and adoption of these resources through a community of practice and open educational materials. The goals of this project are to (a) advance the understanding of the challenges that i"
NSF,health insurance claims,Collaborative Research: Innovative Materials for Promoting Accessibility Curriculum and Teaching,University of Illinois at Urbana-Champaign,IL,Rachel Adler,IUSE,357108,,10/15/2026,09/30/2029,False,2539863,"This project aims to serve the national interest by improving accessibility education in undergraduate computing and building a community of practice to support instructors. As software increasingly shapes participation in education, employment, and healthcare, digital accessibility has become an important computing competency. This creates opportunities to further integrate accessibility concepts and practices into undergraduate computing curricula. This Level 2 Engaged Student Learning project seeks to advance accessibility education in undergraduate computing through research, evidence-based instructional innovation, and faculty support. It plans to investigate how experiential learning opportunities can motivate students, increase accessibility awareness, and foster intentions to design accessible software in the future. Expected outcomes include empirically informed instructional resources, evidence-based guidance for teaching accessibility in undergraduate computing, and broader dissemination and adoption of these resources through a community of practice and open educational materials. The goals of this project are to (a) advance the understanding of the challenges that i"
NSF,price transparency,Travel: NSF Student Travel Grant for 2027 ACM International Conference on Supporting Group Work (ACM GROUP),"PARKVIEW HOSPITAL, INC.",IN,Fayika Farhat Nova,HCC-Human-Centered Computing,10000,,11/15/2026,10/31/2027,False,2634845,"This award provides funding to support about 5 United States-based students to attend a doctoral consortium (DC) at the ACM 2027 International Conference on Supporting Group Work (Group 2027). The Group 2027 DC focuses on participating students' doctoral dissertations, which represent state-of-the-art research in the areas of organizational systems, artificial intelligence, information systems, social informatics, and computer-supported cooperative work. The DC provides both an opportunity for these projects to be shaped through intellectual exchange as well as an opportunity to communicate the character of the work to a key group of early career researchers. Bringing together students and experienced faculty, both during the DC and during the conference poster presentations, will foster interdisciplinary conversations that are valuable for both the participants and the Group community as a whole. Through a structured program both during the DC and the conference, students will gain a number of benefits in terms of valuable scholarly critique, career advice, and connections to senior researchers. Participating students and faculty will be chosen to represent a range of topical,"
NSF,price transparency,"REU Site: AI in Sensing, Robotics, and Healthcare (AI-CARE)",Johns Hopkins University,MD,Muyinatu Bell,EWFD-Eng Workforce Development,505423,,10/15/2026,09/30/2029,False,2545697,"During a ten-week summer session, undergraduate participants from institutions nationwide will engage in exciting and challenging projects in multiple engineering disciplines. Each participant will be matched with a research project in one of the many laboratories at Johns Hopkins University (JHU) working at the intersection of artificial intelligence (AI) with robotics, sensing, and/or healthcare. These students will work closely with teams composed of a professor, postdoctoral fellow and/or graduate student, other undergraduate students and, possibly, high school students and/or K-12 educators. These research projects aim to help healthcare providers improve patient care, including projects that help surgeons make operations more effective and less error-prone or help individuals with disabilities regain previously lost functions after limb amputation or stroke. Undergraduate participants will also receive training in technical writing, oral presentations, and research ethics, which will include AI ethics. They will tour laboratories at JHU and the Johns Hopkins Hospital (JHH), the Applied Physics Laboratory, and local robotics and biotech companies. They will have opportunities "
NSF,price transparency,"STTR Phase I: A New Class of Injection Molded Biosymbiotic Devices for Long-Term, Multimodal Physiological Monitoring","SENPHONIX, INC",MN,John Grant,STTR Phase I,304950,,10/01/2026,09/30/2027,True,2537968,"The broader impact of this Small Business Technology Transfer (STTR) Phase I project is to improve patient health outcomes through earlier detection of anomalies and to improve the efficiency of health care by helping nurses take and document vital signs automatically. The commercial impact is vast, since nurses can spend up to 20% (and in some cases more) of their time measuring vital signs manually. Helping to automate these processes can save hundreds of millions of dollars for hospital systems, in addition to directly addressing nursing shortages and nurse burnout. Current clinical grade medical wearables use adhesives and straps and are not suitable for long-term wear due to discomfort and a lack of patient convenience overall. Consumer-oriented watch and ring form factors are not useful for collecting clinical grade data, primarily because hands and wrists are not the ideal location to collect such data. This project will result in demonstration of adhesive-free, non-bulky, comfortable, clinical grade wearables that will lead to a large business enterprise serving multiple clinical segments. This Small Business Technology Transfer (STTR) Phase I project utilizes a lightwei"
NSF,price transparency,VINES: Track 1: REGAIN: Resilient and Energy-Efficient Generative AI for Secure Hospital Robotics over NextG Networks,Case Western Reserve University,OH,Gourav Datta,Use-Inspired NextG,592000,,10/01/2026,09/30/2029,False,2548952,"Hospitals are starting to adopt robots that assist surgeons, dispense medications, and take care of patients. These robots must respond promptly and continue functioning efficiently even during low or disrupted internet connections without compromising patient confidentiality. Thus, this research seeks to design robots capable of operating independently, powered by their own lightweight AI brains that would interact with powerful cloud computers only when required to exchange crucial information efficiently and save energy. Moreover, the robots will be capable of learning and adjusting to the situation, as well as collaborating effectively within the robot team. This project incorporates advanced wireless networks technology and artificial intelligence at the network edges to enable secure, real-time hospital robotics based on four integrated objectives. Specifically, the first objective is developing an energy-efficient method of synchronizing compact vision-language-action models and world models through the application of model distillation and event-driven model updates. The second objective involves developing adaptive coordination techniques to achieve privacy-awareness an"
NSF,price transparency,OSTEO: Engineering a predictive digital twin of bone metastasis,The Methodist Hospital Research Institute,TX,Stefano Casarin,Engineering of Biomed Systems,549705,,09/15/2026,08/31/2029,False,2607887,"Bone metastases (BMs) occur when cancer spreads to bone and are a life-threatening problem for about 40% of patients with renal cancer and 80% of patients with prostate cancer. BMs cause pain, weak bones, and fractures, and often require major surgery. Understanding how cancers affect bone health and fractures is challenging. While animal studies can help, they raise ethical concerns and are limited for quickly and efficiently addressing complex problems. Using advanced “digital twin” (DT) models of BM, scientists can learn more about how cancer weakens bones. This project will build a computational model - Osseous System Twin for Experimental Optimization (OSTEO) - that will bring together 3D images of bone, experimental cancer data, and bone-strength measurements on one platform. OSTEO will help better understand how BMs grow, how bones weaken, and when they are at risk for fracture. OSTEO will first be tested using data from experiments in mice to ensure accuracy. The model will then run simulations to help decide which lab studies can be most effective. OSTEO will be freely available with a point-and-click app for researchers, doctors, students, and teachers. Videos, handouts, "
NSF,price transparency,Collaborative Research: Privacy-Preserving Statistical Learning for High-Dimensional Spatial Omics,Brown University,RI,Ying Ma,"OFFICE OF MULTIDISCIPLINARY AC, STATISTICS",200000,,09/01/2026,08/31/2029,False,2610731,"Spatial genomics technologies can now measure gene expression while maintaining their tissue context, showing not only which cells are present, but also where they are located and how they interact with their surrounding environment. These spatial maps are especially important for diseases such as cancer, where the tumor microenvironment may influence disease progression, therapeutic resistance, and treatment response. However, a single hospital or research center often does not have enough patient samples to identify statistically reliable biological patterns, while privacy rules, data-use agreements, and institutional policies often prevent direct sharing of patient-level molecular data. This project will develop new statistical theories and computational methods that allow multiple hospitals and research laboratories to extract statistical insights from each other’s spatial genomics data without directly sharing sensitive patient information. The project will help researchers create a decentralized collaborative network to detect molecular spatial patterns from high dimensional raw measurements, measure how reliable those discoveries are based on statistical evidence, and protec"
NSF,price transparency,GCR: Understanding and Interrupting Cascading Heat Failures Along the I-10 Corridor,Arizona State University,AZ,Richard Rushforth,GCR-Growing Convergence Resear,899999,,09/01/2026,08/31/2031,False,2617920,"Extreme heat is the deadliest weather hazard in the United States, and the Sun Belt is both the nation’s hottest and fastest growing region. The danger comes not only from the heat itself but from the chain reaction it can set in motion. During a heat wave, a power outage can cut off cooling and increase demand for hospital care. Heat-related limits on outdoor work can delay repairs. Repeated costs and service failures can trap households, making it costly to stay and hard to leave. These pressures can also make communities harder to insure and erode the revenues that fund local services. Yet research and practice remain organized around individual systems rather than the failures that move between them. This project will bring together researchers, practitioners, and community leaders from across the Interstate 10 corridor to map how heat-related failures move across systems and test which interventions can keep one disruption from triggering the next. Rural communities will be included alongside urban communities in developing and testing the model so that the analysis and resulting tools reflect differences in work, infrastructure, access to health and emergency services, and lo"
NSF,price transparency,"GOALI: Conformalized, Risk-Adaptable Coordinated Control for Autonomous In-hospital DElivery Robots (AIDERs)",Regents of the University of Michigan - Ann Arbor,MI,Dimitra Panagou,"Dynamics, Control and System D",628685,,09/01/2026,08/31/2029,False,2609995,"Like many public places, hospitals are busy and dynamic. Doctors and nurses spend valuable time moving medications, medical equipment, meals, and supplies from one location to another. While some delivery robots already exist, they are limited in their ability to work safely and efficiently in crowded hallways where people, wheelchairs, stretchers, and unexpected events constantly change the environment. This Grant opportunity for Academic Liaison with Industry (GOALI) project will develop new analytical methods that allow teams of robots to work together, make intelligent decisions, and adapt to changing conditions as they transport supplies throughout a hospital or any other busy and unpredictable work environment. By helping with routine delivery tasks, these robots could free healthcare workers to spend more time caring for patients while improving the efficiency and reliability of hospital operations. The research supported by this grant will establish the foundations on how multi-agent systems (such as multi-robot systems) assess and adapt risk under nominal and emergency conditions, so that they can operate reliably in homes, museums, warehouses and stores, increasing produc"
NSF,price transparency,I-Corps: Translation potential of a conversational Artificial Intelligence (AI) system for post-discharge patient follow-up,Cornell University,NY,Angelique Taylor,I-Corps,50000,,09/01/2026,08/31/2027,False,2638447,"This I-Corps project is based on the development of an artificial intelligence (AI) system that automatically follows up with patients after hospital discharge. Manual nurse outreach cannot scale as care managers make up to 200 calls per day, while most discharges receive no structured follow-up, and the U.S. faces a shortfall of nurses. This technology conducts regular check-in conversations by phone call and text message, reinforcing care instructions, monitoring symptoms, and alerting care teams at the first sign of risk, without requiring an app, patient portal, or technology literacy. Automatic timely follow-up may support discharged patient recovery and free nurses for work that requires clinical judgment. The technology addresses hospital readmission penalties, care-management staffing shortages, and unbilled follow-up care revenue, with applications extending from heart-failure transitions of care to post-emergency-department follow-up, chronic disease management, and remote monitoring programs across hospitals, health systems, and value-based care organizations. This I-Corps project utilizes experiential learning coupled with first-hand investigation of the industry ec"
NSF,price transparency,CyberAI Innovation: Modular AI Security Education for the Public Sector Workforce,Winston-Salem State University,NC,Debzani Deb,CyberAICorps SFS,496376,,09/01/2026,08/31/2029,False,2622950,"Artificial intelligence (AI) tools support critical decisions in hospitals, schools, and government agencies, yet the people who oversee these systems are seldom trained to recognize when an AI tool is failing, being manipulated, or exposing sensitive data. Healthcare administrators, teachers, and public program managers increasingly manage technologies they were never prepared to evaluate. This project will address that gap at Winston-Salem State University, whose graduates largely enter healthcare, education, and public service sectors. Over the duration of this grant, the project will embed AI security concepts into courses students already take, so graduates can confidently question the AI systems they will manage. By strengthening a workforce that serves wider communities, the project advances the national interest in a secure digital society and broadens participation in cybersecurity education. The project will create four self-contained teaching units on AI security for existing Healthcare Management, Education, and Computer Science courses, without new programs or resources. Units will be designed to offer either in person or online so working professionals can particip"
NSF,price transparency,Collaborative Research: Privacy-Preserving Statistical Learning for High-Dimensional Spatial Omics,Northwestern University at Chicago,IL,Naichen Shi,STATISTICS,99999,,09/01/2026,08/31/2029,False,2610730,"Spatial genomics technologies can now measure gene expression while maintaining their tissue context, showing not only which cells are present, but also where they are located and how they interact with their surrounding environment. These spatial maps are especially important for diseases such as cancer, where the tumor microenvironment may influence disease progression, therapeutic resistance, and treatment response. However, a single hospital or research center often does not have enough patient samples to identify statistically reliable biological patterns, while privacy rules, data-use agreements, and institutional policies often prevent direct sharing of patient-level molecular data. This project will develop new statistical theories and computational methods that allow multiple hospitals and research laboratories to extract statistical insights from each other’s spatial genomics data without directly sharing sensitive patient information. The project will help researchers create a decentralized collaborative network to detect molecular spatial patterns from high dimensional raw measurements, measure how reliable those discoveries are based on statistical evidence, and protec"
NSF,price transparency,SBIR Phase II: Rapid Lift-Based Peel Separation Masked Inverted Stereolithography 3D Printing for Trauma and Emergency Procedural Planning,"METEORA3D, INCORPORATED",OH,Prashanth Ravi,SBIR Phase II,287034,,09/01/2026,08/31/2028,True,2605002,"The broader/commercial impact of this Small Business Innovation Research (SBIR) Phase II project includes the advancement of 3D printing technology that will support improvements in pre-surgical planning of trauma and emergency surgeries via faster delivery of 3D printed anatomical models to the surgeon. High-throughput 1-hour printing enables anatomical model availability for trauma and emergency surgeries that currently have overnight turnaround times. 3D printed anatomical models can help reduce average operating room time, leading to cost savings. This Small Business Innovation Research (SBIR) Phase II project enables 1-hour 3D printing of patient-specific anatomical models for the timely planning of trauma and emergency surgeries. Currently, 3D printing of these models takes overnight, which prevents their use in time-sensitive procedures. The Phase I effort de-risked the core technology and demonstrated 7.5X speed improvement. A physics-based approach is proposed in Phase II to address risks related to initial layer thickness, resin reflow, and model delicate feature issues identified during Phase I. The anticipated results include the resolution of thick first layers, re"
NSF,price transparency,I-Corps: Translation Potential of Edge-Artificial Intelligence (AI) Personalized Risk Prediction for International Travelers,University of Massachusetts Medical School,MA,Andres Colubri,I-Corps,50000,,09/01/2026,08/31/2027,False,2637790,"This I-Corps project is based on the development of a mobile health platform that uses artificial intelligence (AI) to provide infectious disease risk predictions for international travelers. Static travel advisories and pre-trip clinic consultations only consider what is known before travelers leave the airport. Once abroad, travelers have no reliable way to assess their risk based on their symptoms, locations, environmental conditions, and social exposure. This also hinders public health agencies, which lack real-time data on disease patterns among travelers. This technology is a privacy-preserving, on-device AI system that learns from each traveler's data to deliver tailored risk assessments without sending personal health information to external servers. The technology may benefit travelers, travel clinics, hospital systems, occupational health departments, and public health agencies. This I-Corps project utilizes experiential learning coupled with first-hand investigation of the industry ecosystem to assess the translation potential of an artificial intelligence (AI)-powered mobile platform for personalized health prediction for travelers. This technology comprises three "
NSF,price transparency,I-Corps: Translation potential of a transcatheter valve repair device for small anatomy patients,Cornell University,NY,Jonathan Butcher,I-Corps,50000,,09/01/2026,08/31/2027,False,2637000,"This I-Corps project is based on the development of a minimally invasive heart valve repair device for children and other small-anatomy patients. Children with congenital heart disease who develop “leaky valves” that allow blood to flow backward, may require repeated open-heart valve repairs or replacements throughout their lives, procedures that are invasive, technically challenging, and high risk. This technology offers a minimally invasive option delivered through a blood vessel to reduce valve leakage without opening the chest. Although catheter-based valve repair devices exist for adults, currently available systems are not designed for small anatomies, leaving many children too small or medically fragile for treatment. This technology may reduce or delay repeated open-heart surgery procedures, and may lessen recovery time, hospital burden, and risks for children. In addition, the technology may have application across multiple atrioventricular valves and other small-anatomy patient groups. This I-Corps project utilizes experiential learning coupled with first-hand investigation of the industry ecosystem to assess the translation potential of a transcatheter edge-to-edge "
NSF,price transparency,I-Corps: Translation potential of a medical device for intracoronary thrombectomy,University of Minnesota-Twin Cities,MN,Arthur Erdman,I-Corps,50000,,08/15/2026,07/31/2027,False,2629682,"This I-Corps project is based on the development of a medical device designed to improve the removal of blood clots during treatment of acute heart attacks. Current medical procedures often fail to remove a blood clot completely and can allow clot fragments to travel downstream, reducing blood flow to heart muscle and increasing the risk of additional heart injury and other serious complications such as stroke. In addition, because current procedures frequently leave residual clots, it often means costly, high-risk secondary procedures. This technology may be used to isolate and remove blood clots within a controlled tube-based environment, improving clot extraction while reducing unintended blocks of blood flow while lowering the likelihood of these secondary interventions. This technology has the potential to improve blood clot removal, reduce complications, shorten hospital stays, lower healthcare costs and improve patient outcomes. This I-Corps project utilizes experiential learning coupled with first-hand investigation of the industry ecosystem to assess the translation potential of a catheter-based intracoronary thrombectomy medical device. This technology combines ves"
NSF,price transparency,Development of Diazirine-based Amination Reactions,H. Lee Moffitt Cancer Center and Research Institute Hospital Inc,FL,Justin Lopchuk,Chemical Synthesis,450000,,08/01/2026,07/31/2029,False,2555763,"Dr. Justin Lopchuk of H. Lee Moffitt Cancer Center will develop a series of new chemical methods and reagents to form carbon-nitrogen (C-N) bonds. Compounds containing one or more nitrogen atoms are valuable in various materials, agricultural chemistry, chemical biology and across the pharmaceutical industry. These methods will support innovation in advanced manufacturing by the creation of novel technologies that convert simple, inexpensive feedstocks into high-value products. The broader impacts of the project will involve researcher education, lab experiences for aspiring scientists, and community outreach. Students conducting research will be cross-trained in organic synthesis, photochemistry, and electrochemistry, along with the opportunity to learn target-oriented synthesis. Through participation in the Moffitt Accelerating Research Careers in High School (MARCH) program, high school students will gain hands on experience in the lab, helping to propel them into college and careers in STEM. Outreach will be conducted by the laboratory team with patients and their caregivers to give a behind-the-scenes view into the research environment. This project seeks to develop diaziri"
NSF,price transparency,I-Corps:  Translation Potential of a Wearable Artificial Intelligence (AI)-Enabled Ultrasound Patch for Deep Vein Thrombosis Detection,Johns Hopkins University,MD,Amir Manbachi,I-Corps,50000,,08/01/2026,07/31/2027,False,2628969,"This I-Corps project is based on the development of a wearable ultrasound monitoring system designed to provide continuous assessment of blood flow and vascular function in hospitalized patients. Delayed recognition of clinically significant physiological changes remains a major challenge across healthcare settings, contributing to preventable complications, prolonged hospital stays, increased healthcare costs, and adverse patient outcomes. Millions of patients each year are at risk for conditions that require frequent monitoring, yet current approaches often rely on intermittent assessments that may miss important changes between evaluations. This technology aims to provide continuous monitoring through a wearable ultrasound device capable of automatically tracking vascular status and identifying clinically meaningful changes in real time. By enabling earlier recognition of complications and supporting more timely interventions, the technology has the potential to improve patient care, reduce healthcare costs, lessen demands on specialized personnel, and expand access to advanced monitoring capabilities. The technology may be used in critical care, surgical recovery, vascular heal"
NSF,price transparency,"CAREER: New data integration approaches for efficient and robust meta-estimation, model fusion and transfer learning",Regents of the University of Michigan - Ann Arbor,MI,Emily Hector,STATISTICS,169665,,08/01/2026,05/31/2029,False,2626045,"Statistical science aims to learn about natural phenomena by drawing generalizable conclusions from an aggregate of similar experimental observations. With the recent “Big Data” and “Open Science” revolutions, scientists have shifted their focus from aggregating individual observations to aggregating massive publicly available datasets. This endeavor is premised on the hope of improving the robustness and generalizability of findings by combining information from multiple datasets. For example, combining data on rare disease outcomes across the United States can paint a more reliable picture than basing conclusions only on a small number of cases in one hospital. Similarly, combining data on disease risk factors across the United States can distinguish local from national health trends. To date, statistical approaches to these data aggregation objectives have been limited to simple settings with limited practical utility. In response to this gap, this project develops new methods for aggregating information from multiple datasets in three distinct data integration problems grounded in scientific practice. The developed approaches are intuitive, principled and robust to substantial "
NSF,price transparency,SBIR Phase II: Rapid Sepsis Screening System Based on Pathogen DNA Extraction,"NEW ENGLAND HEMOLYTICS, INC.",CT,John Nobile,SBIR Phase II,1249902,,08/01/2026,07/31/2028,True,2537891,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase II project will be to reduce the time that it takes to identify positive sepsis patients. The type of sepsis-causing pathogen will also be determined by this test, which will aid in guiding correct antibiotic treatment. The device under development is expected to reduce the need for cultures by directly testing a patient’s sample for infectious pathogens. Sepsis morbidity increases by about 7% for each hour that correct treatment is delayed, so the device under development in this project, which greatly reduces the diagnostic time, is reasonably expected to increase the survival rate for sepsis patients. This Small Business Innovation Research (SBIR) Phase II project intends to advance the commercialization of a diagnostic lab instrument that uses a novel method of extracting pathogens and their DNA (deoxyribonucleic acid). Additionally, a pathogen class-specific analytical DNA test is also being developed to classify the type of infection that may be identified from the extracted patient sample. This two-step sepsis screening test is simpler and far faster than any current test for"
